time_stamp	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth	px	py	v	yaw	yaw_rate	sensor_type	NIS
11477010465200000	23.2191	11.9164	-4.36622	2.34818	23.0803	11.8665	-5.05782	5.81333	0.384691	R	0.373438
11477010465250000	22.9998	12.0319	-4.40174	2.27022	22.8512	11.9871	-5.06441	5.83049	0.382065	L	0.076194
11477010465300000	22.7788	12.1436	-4.43532	2.19295	22.6373	12.1165	-5.06108	5.83391	0.355061	R	1.19811
11477010465350000	22.5561	12.2513	-4.46699	2.11642	22.416	12.2082	-5.0471	5.85552	0.359974	L	0.335614
11477010465400000	22.3319	12.3553	-4.49681	2.04071	22.2062	12.34	-5.0358	5.84225	0.297496	R	3.14081
11477010465450000	22.1062	12.4555	-4.52484	1.96586	21.9525	12.4314	-5.0478	5.86638	0.307273	L	1.55449
11477010465500000	21.8792	12.552	-4.55114	1.89194	21.7267	12.5319	-5.0471	5.88665	0.322107	R	1.93954
11477010465550000	21.6509	12.6448	-4.57575	1.81899	21.4963	12.6041	-5.03348	5.91013	0.330746	L	0.443836
11477010465600000	21.4215	12.734	-4.59875	1.74706	21.2736	12.7064	-5.02417	5.91105	0.299157	R	1.72115
11477010465650000	21.1909	12.8197	-4.62018	1.6762	21.0686	12.8713	-5.03567	5.89545	0.264993	L	6.47502
11477010465700000	20.9593	12.9018	-4.6401	1.60647	20.8284	12.953	-5.0423	5.92605	0.303049	R	2.59814
11477010465750000	20.7267	12.9804	-4.65858	1.53789	20.6262	13.0161	-5.00455	5.94393	0.307147	L	2.92297
11477010465800000	20.4932	13.0557	-4.67567	1.47051	20.3811	13.0511	-5.00416	5.99852	0.384447	R	7.59044
11477010465850000	20.2589	13.1276	-4.69142	1.40437	20.1534	13.1429	-5.0037	6.00757	0.37331	L	0.869995
11477010465900000	20.0239	13.1962	-4.70591	1.3395	19.9086	13.2256	-5.00648	6.00981	0.337999	R	3.76395
11477010465950000	19.7882	13.2616	-4.71918	1.27594	19.6984	13.2405	-4.96101	6.04085	0.355279	L	3.63957
11477010466000000	19.5518	13.3239	-4.73129	1.21372	19.4611	13.3261	-4.96488	6.04232	0.3285	R	3.71305
11477010466050000	19.3149	13.3831	-4.7423	1.15287	19.1887	13.3941	-4.99464	6.05842	0.327027	L	2.12719
11477010466100000	19.0774	13.4392	-4.75226	1.09341	18.9446	13.434	-4.99033	6.08018	0.333547	R	1.74233
11477010466150000	18.8395	13.4925	-4.76124	1.03538	18.7134	13.448	-4.9674	6.10827	0.347127	L	1.06168
11477010466200000	18.6011	13.5429	-4.76928	0.97879	18.4602	13.4864	-4.97406	6.12781	0.349811	R	1.17973
11477010466250000	18.3624	13.5904	-4.77644	0.923668	18.2481	13.5747	-4.96118	6.1223	0.324591	L	5.49305
11477010466300000	18.1233	13.6353	-4.78278	0.870034	18.0049	13.6545	-4.96224	6.10786	0.268505	R	4.92997
11477010466350000	17.8839	13.6775	-4.78834	0.817907	17.7838	13.7043	-4.94451	6.11618	0.263404	L	1.39682
11477010466400000	17.6443	13.7172	-4.79318	0.767303	17.5463	13.7371	-4.94331	6.14099	0.290993	R	3.24927
11477010466450000	17.4044	13.7543	-4.79734	0.718238	
